,id_hs,id_hh,cat_loc_div,cat_sz_cty,cat_hus_typ,num_flr,num_out_wls,cat_hus_dir_fce,num_hus_blt_yr,num_hus_ar,num_bed,num_liv,num_bat,num_out_wds,cat_fuel_heat,cat_cool,cat_fuel_cook,num_hus_mems,cat_mhh_occu,num_tot_energy_heat,num_tot_gas_heat,num_mhh_age,num_hh_ann_incm
1208,HS3105000016,HH13310037,1,2,3,3,3,3,4,49.5,2,1,1,8,1,3,4,4,1,19284.92,16416.82,45,42000000
1209,HS3105000017,HH13310038,1,2,3,1,5,2,4,79.19999999999999,3,1,1,6,1,3,4,4,3,9972.71,7353.15,35,42000000
1210,HS3105000018,HH13310039,1,2,3,2,2,2,6,82.5,3,1,2,6,1,3,4,3,3,12330.12,9324.42,45,54000000
1211,HS3105000019,HH13310040,1,2,3,2,2,1,5,108.89999999999999,3,1,2,10,3,3,4,3,1,14073.821101,834.053724,45,42000000
1212,HS3105000020,HH13310041,1,2,3,10,5,1,6,148.5,4,1,2,16,3,1,4,1,3,12501.554491,1272.46,45,54000000
1213,HS3105000021,HH11310014,1,2,3,5,4,3,6,105.6,3,1,2,8,3,1,4,6,1,6649.5950279,2123.1150279,55,54000000
1214,HS3105000022,HH13310042,1,2,2,2,2,3,4,95.69999999999999,3,1,2,8,1,3,4,5,1,14956.623736,11135.643736,35,54000000
1215,HS3105000023,HH13310043,1,2,2,2,3,1,5,59.4,2,1,1,4,1,3,4,3,1,10925.96,7551.32,35,18000000
1216,HS3105000024,HH13310044,1,2,3,8,3,1,4,56.099999999999994,2,1,1,4,1,3,4,3,3,14058.593794,11253.273794,35,18000000
1217,HS3105000025,HH13310045,1,2,3,3,3,1,4,181.5,4,1,2,28,3,3,4,4,3,15374.34994,1001.28,55,66000000
1219,HS3106000002,HH12310021,1,2,2,3,4,3,3,108.89999999999999,3,1,1,6,2,3,3,3,1,8434.77,0.0,55,25000000
1220,HS3106000003,HH12310022,1,2,2,3,4,2,3,49.5,2,1,1,3,2,3,3,3,1,9346.75,0.0,45,25000000
1221,HS3106000004,HH12310023,1,2,1,5,5,2,3,59.4,2,1,1,7,2,1,3,4,1,9818.17,0.0,55,42000000
1223,HS3106000006,HH13310010,1,2,3,16,2,2,5,105.6,3,1,2,12,1,2,4,3,1,13880.39,11170.53,35,66000000
1224,HS3106000007,HH13310011,1,2,3,14,4,1,3,99.0,3,1,2,11,1,3,4,3,3,12086.71,9647.75,55,42000000
1225,HS3106000008,HH13310012,1,2,3,3,2,2,3,69.3,2,1,1,10,1,3,4,4,1,11838.885322,8902.8453221,35,54000000
1226,HS3106000009,HH12310025,1,2,1,2,5,2,2,82.5,3,1,2,8,2,3,3,2,1,8547.61,0.0,35,12000000
1227,HS3106000010,HH12310026,1,2,2,1,4,3,3,33.0,1,1,1,5,2,3,3,1,1,8430.58,0.0,67,42000000
1228,HS3106000011,HH13310013,1,2,3,13,4,2,3,69.3,2,1,1,6,1,3,4,3,1,2403.384282,562.984282,35,54000000
1229,HS3107000001,HH13310105,1,2,3,8,3,2,5,112.19999999999999,3,1,2,10,1,3,4,2,5,5841.78,2753.52,67,25000000
1230,HS3107000002,HH11310050,1,2,2,1,5,4,3,82.5,3,1,1,8,2,1,3,2,1,10571.59,0.0,55,42000000
1231,HS3107000003,HH12310060,1,2,1,2,5,2,3,69.3,3,1,1,8,2,3,3,3,1,10658.86,0.0,55,25000000
1232,HS3107000004,HH11310051,1,2,1,2,5,2,3,79.19999999999999,3,1,1,8,2,3,3,4,1,10550.41,0.0,35,42000000
1233,HS3107000005,HH12310061,1,2,1,2,5,2,3,82.5,3,1,1,10,2,3,3,3,1,10552.67,0.0,45,25000000
1234,HS3107000006,HH12310062,1,2,1,1,6,3,3,82.5,3,1,1,8,2,1,3,3,1,10200.53,0.0,45,42000000
1235,HS3107000007,HH13310106,1,2,1,4,5,1,5,66.0,2,1,1,10,1,3,4,5,1,12470.44,9908.5,45,54000000
1236,HS3107000008,HH11310052,1,2,1,1,6,4,1,125.39999999999999,4,1,2,7,2,3,3,3,3,14579.19,0.0,35,25000000
1237,HS3107000009,HH11310053,1,2,1,1,6,1,5,178.2,4,1,2,7,4,1,3,2,1,12292.07,0.0,45,66000000
1238,HS3108000001,HH14310013,1,2,2,2,4,1,5,72.6,2,1,1,8,1,1,4,4,1,6546.17,4307.59,55,42000000
1239,HS3108000002,HH12310032,1,2,2,2,4,3,5,72.6,2,1,1,8,1,3,4,3,1,14897.03,11671.17,55,42000000
1240,HS3108000003,HH14310014,1,2,2,1,5,1,5,72.6,2,1,1,8,1,1,4,2,1,4793.88,2795.24,67,18000000
1241,HS3108000004,HH11310011,1,2,2,2,4,3,5,66.0,2,1,1,8,1,3,4,5,1,13747.16,11014.08,45,42000000
1242,HS3108000005,HH11310012,1,2,2,2,4,3,5,75.89999999999999,3,1,2,8,1,1,4,3,1,18180.77,16343.81,67,18000000
1243,HS3108000006,HH14310015,1,2,2,3,4,1,5,72.6,2,1,1,8,1,1,4,3,1,12749.91,9334.85,55,18000000
1244,HS3108000007,HH11310013,1,2,3,12,4,3,5,69.3,3,1,2,7,1,3,4,4,1,21322.0,18920.02,55,25000000
1245,HS3109100001,HH13310065,1,2,2,2,4,1,5,66.0,2,1,1,6,1,3,4,4,1,15649.08,12933.2,35,66000000
1246,HS3109100002,HH11310036,1,2,2,2,5,3,3,92.39999999999999,3,1,2,10,2,3,3,2,3,11168.57,0.0,55,18000000
1247,HS3109100003,HH11310037,1,2,2,1,5,3,5,85.8,3,1,1,8,1,3,4,2,5,5355.876908,2878.216908,45,25000000
1248,HS3109100004,HH13310066,1,2,3,12,4,1,4,69.3,2,1,1,6,3,3,4,4,1,7946.7125498,521.268454,45,54000000
1249,HS3109200001,HH13310064,1,2,3,2,4,1,5,82.5,3,1,2,8,3,3,4,4,1,4856.7469921,519.56471669,45,90000000
1250,HS3109200002,HH12310055,1,2,2,2,3,4,5,39.599999999999994,1,1,1,7,1,1,4,2,1,5608.246561,3638.846561,35,18000000
1251,HS3109200003,HH12310056,1,2,1,1,6,1,3,23.099999999999998,1,1,1,2,1,1,4,3,1,10880.99,9647.75,45,18000000
1252,HS3109200004,HH12310057,1,2,1,1,6,3,3,29.7,1,0,1,2,2,1,3,2,1,9572.7,0.0,67,18000000
1253,HS3110100001,HH11310001,1,2,1,1,5,1,2,23.099999999999998,1,1,1,2,1,1,4,2,1,21489.066431,19893.27459,35,25000000
1254,HS3110100002,HH14310001,1,2,1,1,5,2,5,112.19999999999999,4,1,2,14,1,3,4,4,1,20003.98,15937.04,45,66000000
1255,HS3110100003,HH12310001,1,2,1,2,5,3,5,105.6,4,1,2,7,1,3,4,4,3,6627.4,3692.22,55,42000000
1256,HS3110100004,HH11310002,1,2,1,1,5,1,5,148.5,4,1,2,24,1,3,4,2,3,19341.12242,15472.84242,45,25000000
1257,HS3110100005,HH12310002,1,2,1,1,5,4,5,207.89999999999998,4,1,2,14,1,1,4,5,3,16293.575264,12825.195264,55,66000000
1258,HS3110100006,HH12310003,1,2,1,1,5,1,5,125.39999999999999,4,1,2,9,1,1,4,4,3,15177.38,12077.94,35,54000000
1259,HS3110100007,HH12310004,1,2,1,2,5,3,5,224.39999999999998,4,1,2,15,1,3,4,4,1,20725.95,16385.53,45,54000000
1260,HS3110100008,HH12310005,1,2,1,1,5,3,4,198.0,4,1,2,15,1,3,4,2,5,20435.4,16479.4,67,42000000
1261,HS3110100009,HH11310003,1,2,2,2,3,3,5,49.5,2,1,1,3,1,1,4,1,5,3114.349772,1980.869772,55,25000000
1262,HS3110100010,HH12310006,1,2,2,2,4,3,6,85.8,4,1,2,8,1,3,4,4,1,13921.59,10836.77,45,54000000
1263,HS3110100011,HH12310007,1,2,2,3,5,3,5,69.3,3,1,2,8,1,3,4,4,5,10217.705228,7037.631027,45,25000000
1264,HS3110100012,HH12310008,1,2,1,1,5,1,2,72.6,4,1,1,8,1,1,4,2,1,12318.59,9209.69,35,18000000
1265,HS3110100013,HH11310004,1,2,1,1,6,2,2,125.39999999999999,4,1,2,8,4,3,3,2,5,20814.97,0.0,67,25000000
1266,HS3110100014,HH14310002,1,2,2,2,4,2,5,92.39999999999999,3,1,2,10,1,3,4,4,2,13174.93,10085.81,55,54000000
1267,HS3110100015,HH14310003,1,2,2,2,2,2,5,92.39999999999999,3,1,2,8,1,3,4,3,1,12691.87,9376.57,35,42000000
1268,HS3110100016,HH14310004,1,2,2,1,4,2,4,89.1,3,1,1,8,1,1,4,2,2,9805.67,8312.71,67,18000000
1269,HS3110100017,HH11310005,1,2,2,2,2,3,3,89.1,3,1,1,8,1,3,4,4,1,12922.04,9428.72,55,42000000
1270,HS3110100018,HH11310006,1,2,2,3,5,3,3,85.8,3,1,1,10,1,3,4,3,2,11241.99,9710.33,55,18000000
1271,HS3110100019,HH12310009,1,2,2,1,5,4,3,79.19999999999999,2,1,1,8,1,1,4,3,1,13660.78,10325.7,45,42000000
1272,HS3110100020,HH11310007,1,2,2,2,2,3,3,95.69999999999999,3,1,1,8,1,3,4,4,1,15975.61,12255.25,45,42000000
1273,HS3110100021,HH12310010,1,2,3,13,2,2,4,36.3,1,1,1,2,3,3,4,2,5,3717.21,1595.79,45,18000000
1274,HS3110100022,HH12310011,1,2,3,14,4,2,4,56.099999999999994,2,1,1,3,3,3,4,3,1,2721.171391,719.291391,35,42000000
1275,HS3110100023,HH12310012,1,2,3,11,2,4,4,122.1,3,1,1,12,3,3,4,4,1,5360.84,792.68,55,78000000
1276,HS3110100024,HH14310005,1,2,3,11,4,1,6,66.0,2,1,1,4,3,3,4,4,1,4451.34,959.56,55,54000000
1277,HS3110300001,HH13310002,1,2,3,8,2,3,4,62.699999999999996,2,1,1,8,3,1,4,3,1,8953.6253426,562.944648,35,42000000
1278,HS3110300002,HH14310006,1,2,1,2,5,1,5,108.89999999999999,4,1,1,13,1,3,4,3,3,11988.99,9188.83,67,54000000
1279,HS3110300003,HH13310003,1,2,1,2,5,1,5,108.89999999999999,4,1,2,13,1,3,4,4,1,11846.3,9032.38,35,42000000
1280,HS3110300004,HH13310004,1,2,3,15,4,2,4,92.39999999999999,3,1,1,6,3,3,4,2,3,13993.055338,990.685206,35,25000000
1281,HS3110300005,HH13310005,1,2,1,2,2,2,5,82.5,3,1,1,8,1,1,4,4,1,7270.222106,4482.962106,45,42000000
1282,HS3110300006,HH12310013,1,2,3,3,3,2,4,85.8,3,1,1,8,3,3,4,2,1,6878.661345,198.081345,35,42000000
1283,HS3110400001,HH12310014,1,2,1,1,6,1,4,108.89999999999999,3,1,1,4,4,1,3,2,1,21075.1,0.0,45,42000000
1284,HS3110400002,HH12310015,1,2,1,1,6,4,4,69.3,3,1,1,8,2,1,3,2,5,10718.76,0.0,55,25000000
1285,HS3110400003,HH12310016,1,2,1,1,5,3,3,108.89999999999999,3,1,1,4,4,1,3,3,1,16821.43,0.0,55,42000000
1286,HS3110400004,HH15310001,1,2,3,3,4,4,5,108.89999999999999,3,1,2,13,3,3,4,2,2,10227.59177,2275.7717696,45,25000000
1287,HS3110400005,HH12310017,1,2,3,22,3,4,4,79.19999999999999,3,1,1,9,3,3,4,3,1,4141.96,625.8,45,42000000
1288,HS3110400006,HH12310018,1,2,3,13,4,4,4,105.6,3,1,2,7,3,1,4,2,1,6974.73753,708.93753,35,42000000
1289,HS3110400007,HH12310019,1,2,3,6,3,4,4,105.6,3,1,2,10,3,3,4,2,2,5163.17,803.11,55,42000000
1290,HS3110400008,HH14310007,1,2,3,3,2,1,4,82.5,3,1,1,9,3,1,4,4,1,4106.91,1324.61,67,54000000
1291,HS3110400009,HH14310008,1,2,3,13,2,2,4,85.8,3,1,1,10,3,1,4,2,5,6383.74,1022.14,67,18000000
1292,HS3110400010,HH14310009,1,2,3,3,2,1,5,105.6,3,1,2,12,3,1,4,4,1,4496.33,990.85,45,42000000
1293,HS3110400011,HH13310006,1,2,3,10,2,1,5,184.79999999999998,5,1,2,18,3,3,4,3,3,11126.849545,719.67,45,78000000
1294,HS3110400012,HH13310007,1,2,3,13,2,1,3,85.8,3,1,1,10,3,3,4,3,5,11606.242936,562.957164,67,12000000
1295,HS3110400013,HH13310008,1,2,3,4,4,2,4,128.7,4,1,2,12,3,1,4,5,1,14925.489796,1240.501437,35,66000000
1296,HS3111000001,HH13310009,1,2,3,10,2,2,4,148.5,4,1,2,19,3,1,4,3,5,20329.17018,1105.58,45,25000000
1297,HS3112000001,HH12310028,1,2,1,1,5,3,3,59.4,2,1,1,3,2,1,3,1,5,11451.2,0.0,55,18000000
1298,HS3112000002,HH11310008,1,2,1,1,5,4,2,66.0,2,1,1,8,2,1,3,2,1,14614.03,0.0,35,25000000
1299,HS3112000003,HH12310029,1,2,1,2,5,3,2,62.699999999999996,2,1,1,6,2,3,3,1,5,16064.89,0.0,55,42000000
1300,HS3112000004,HH13310016,1,2,3,4,2,2,4,102.3,3,1,1,8,1,1,4,2,1,14894.07,11879.77,67,42000000
1301,HS3112000005,HH13310017,1,2,3,16,4,1,5,108.89999999999999,3,1,2,14,1,3,4,5,3,6396.552316,3711.632316,35,90000000
1302,HS3112000006,HH12310030,1,2,2,1,6,3,3,99.0,3,1,2,4,2,3,3,4,5,11455.49,0.0,55,42000000
1303,HS3113000001,HH14310012,1,2,1,1,5,3,5,158.39999999999998,3,1,2,12,4,3,3,3,3,22309.69,0.0,55,96000000
1304,HS3113000002,HH13310021,1,2,3,4,2,1,5,79.19999999999999,3,1,2,10,1,3,4,4,1,15623.29,12526.43,35,25000000
1305,HS3113000003,HH16310001,1,2,3,11,2,1,5,82.5,3,1,1,7,1,3,4,2,4,6251.7123862,3032.7323862,67,18000000
1306,HS3113000004,HH13310022,1,2,3,14,3,1,4,79.19999999999999,3,1,2,8,1,3,4,3,1,12545.2,8761.2,35,54000000
1307,HS3113000005,HH13310023,1,2,3,12,3,2,4,108.89999999999999,3,1,2,14,1,3,4,4,1,14946.18,11765.04,55,66000000
1308,HS3113000006,HH13310024,1,2,3,5,3,1,5,82.5,3,1,1,8,1,1,4,2,1,14275.72,11389.56,55,25000000
1309,HS3115000001,HH13310062,1,2,3,1,5,1,5,99.0,3,1,2,5,1,1,4,6,3,9801.36,6925.52,45,66000000
1310,HS3115000002,HH13310063,1,2,2,1,5,2,4,92.39999999999999,2,1,1,12,1,3,4,4,1,14379.72,8448.3,35,66000000
1311,HS3115000003,HH12310049,1,2,3,16,4,4,5,105.6,3,1,2,7,1,1,4,4,1,11945.199737,7976.299737,45,66000000
1312,HS3115000004,HH12310050,1,2,3,18,2,4,5,105.6,3,1,2,7,1,3,4,4,1,8435.96421,4900.50421,55,42000000
1313,HS3115000005,HH12310051,1,2,3,6,2,4,5,105.6,3,1,2,7,1,1,4,2,1,15233.3,11264.4,35,25000000
1314,HS3115000006,HH12310052,1,2,3,3,2,4,4,59.4,2,1,1,4,1,1,4,4,1,15593.04,12349.12,35,42000000
1315,HS3115000007,HH12310053,1,2,3,7,2,1,4,69.3,3,1,1,9,1,3,4,1,1,15795.65,13131.37,67,25000000
1316,HS3115000008,HH14310019,1,2,1,2,3,4,5,92.39999999999999,3,1,2,5,2,1,3,2,3,13497.22,0.0,45,54000000
1317,HS3115000009,HH14310020,1,2,1,2,5,2,5,92.39999999999999,3,1,1,6,2,3,3,4,1,12651.42,0.0,45,42000000
1318,HS3115000010,HH12310054,1,2,1,1,5,2,2,66.0,2,1,1,8,2,3,3,5,3,18836.0,0.0,45,54000000
1319,HS3117000001,HH14310025,1,2,3,3,2,3,5,108.89999999999999,3,1,2,5,1,3,4,4,1,2930.15,1887.83,45,66000000
1320,HS3117000002,HH13310096,1,2,2,1,5,3,5,89.1,3,1,1,10,1,1,4,4,1,16669.54,10534.3,35,42000000
1321,HS3117000003,HH11310038,1,2,3,11,4,1,5,79.19999999999999,3,1,1,8,1,3,4,2,1,12913.37,10482.15,25,66000000
1322,HS3117000004,HH14310026,1,2,3,15,4,1,5,79.19999999999999,3,1,1,8,1,3,4,4,3,13943.48,10221.4,55,54000000
1323,HS3117000005,HH14310027,1,2,3,18,4,1,5,79.19999999999999,3,1,1,8,1,1,4,3,1,12974.96,10450.86,35,42000000
1324,HS3117000006,HH11310039,1,2,3,19,4,1,5,79.19999999999999,3,1,1,8,1,3,4,6,1,13393.37,10085.81,45,42000000
1325,HS3117000007,HH11310040,1,2,3,21,4,1,5,79.19999999999999,3,1,1,8,1,3,4,4,1,12806.984519,10854.784519,45,66000000
1326,HS3117000008,HH11310041,1,2,3,23,4,1,5,79.19999999999999,3,1,1,8,1,3,4,4,5,22278.94,18815.72,55,42000000
1327,HS3117000009,HH11310042,1,2,3,23,4,1,5,79.19999999999999,3,1,1,8,1,1,4,2,4,9814.873872,7841.173872,45,54000000
1328,HS3117000010,HH11310043,1,2,3,24,5,1,5,79.19999999999999,3,1,1,8,1,1,4,4,3,11191.28,9387.0,45,42000000
1329,HS3117000011,HH11310044,1,2,3,6,4,1,5,79.19999999999999,3,1,1,8,1,3,4,4,1,9532.16,5945.1,35,54000000
1330,HS3117000012,HH11310045,1,2,3,7,4,1,5,79.19999999999999,3,1,1,8,1,1,4,2,1,7133.459809,3930.819809,45,12000000
1331,HS3117000013,HH14310028,1,2,3,8,4,1,5,79.19999999999999,3,1,1,8,1,3,4,3,1,17366.85,14841.89,45,66000000
1332,HS3117000014,HH14310029,1,2,2,2,4,4,4,49.5,2,1,1,4,1,3,4,4,1,11083.03,8500.45,55,54000000
1333,HS3117000015,HH11310046,1,2,2,1,5,1,4,49.5,2,1,1,4,1,3,4,5,3,5979.58044,4004.16044,45,18000000
1334,HS3117000016,HH11310047,1,2,2,3,3,1,4,49.5,2,1,1,5,1,1,4,2,1,17347.24,14205.66,35,25000000
1335,HS3117000017,HH11310048,1,2,2,4,5,1,4,49.5,2,1,1,4,1,1,4,3,1,12148.93519,9530.23519,55,25000000
1336,HS3117000018,HH13310097,1,2,3,15,4,1,5,79.19999999999999,3,1,2,12,3,3,4,3,1,11489.155321,437.891034,45,54000000
1337,HS3118000001,HH14310032,1,2,3,16,3,2,5,82.5,3,1,1,14,1,3,4,2,1,18268.13,14841.89,35,54000000
1338,HS3118000002,HH14310033,1,2,3,8,3,1,5,108.89999999999999,3,1,2,8,1,3,4,4,2,14204.98,10471.72,55,42000000
1339,HS3118000003,HH14310034,1,2,3,2,2,2,5,85.8,3,1,1,8,1,3,4,2,1,6624.6,3671.36,67,42000000
1340,HS3118000004,HH12310065,1,2,1,1,5,2,5,36.3,1,1,0,4,1,3,3,2,1,3835.55,0.0,25,18000000
1341,HS3119100001,HH14310023,1,2,1,2,5,3,5,178.2,4,1,2,12,4,3,3,3,3,22784.31,0.0,45,54000000
1342,HS3119100002,HH14310024,1,2,1,1,5,3,5,66.0,3,1,1,5,1,1,4,4,1,11613.46,9053.24,45,54000000
1343,HS3119200001,HH13310077,1,2,3,10,2,2,4,79.19999999999999,3,1,1,8,1,3,4,4,3,9454.4923103,7186.6723103,45,66000000
1344,HS3119200002,HH13310078,1,2,3,12,2,1,5,105.6,3,1,2,12,3,3,4,3,1,12063.625198,458.92,35,54000000
1345,HS3119200003,HH13310079,1,2,3,11,2,3,4,105.6,3,1,2,16,3,3,4,3,1,13030.984838,1272.46,45,96000000
1346,HS3119200004,HH13310080,1,2,3,4,3,1,5,161.7,4,1,2,19,3,1,4,5,3,15560.844178,948.955819,55,42000000
1347,HS3119200005,HH13310081,1,2,3,20,5,2,5,108.89999999999999,3,1,2,16,3,3,4,4,3,9204.364558,688.260055,45,66000000
1348,HS3119200006,HH13310082,1,2,3,10,3,2,5,115.5,3,1,2,13,3,3,4,4,1,11628.366147,761.25441,45,54000000
1349,HS3119200007,HH13310083,1,2,3,3,3,2,5,115.5,3,1,2,12,3,3,4,4,1,19784.27337,646.50355,45,66000000
1350,HS3119200008,HH13310084,1,2,3,6,3,2,5,115.5,3,1,2,13,3,2,4,4,1,15584.379581,1157.73,45,78000000
1351,HS3119200009,HH13310085,1,2,3,6,2,2,5,115.5,3,1,2,13,3,3,4,3,1,11888.426527,531.93,35,66000000
1352,HS3119200010,HH13310086,1,2,3,15,4,2,5,115.5,3,1,2,16,3,3,4,4,1,14429.789881,323.272635,35,90000000
1353,HS3119200011,HH13310087,1,2,1,2,2,1,6,66.0,2,1,1,10,1,3,4,1,1,5411.525124,4004.565124,35,54000000
1354,HS3119200012,HH13310088,1,2,3,14,3,1,5,79.19999999999999,3,1,1,10,3,3,4,3,1,14752.216323,2367.61,35,54000000
1355,HS3119200013,HH13310089,1,2,3,2,4,1,6,49.5,2,1,1,8,3,1,4,3,3,10700.97994,1345.47,35,18000000
1356,HS3119200014,HH13310090,1,2,3,5,4,1,6,49.5,2,1,1,4,3,1,4,3,1,12300.377904,1491.49,35,18000000
1357,HS3119200015,HH13310091,1,2,3,10,5,1,6,112.19999999999999,3,1,2,14,3,3,4,5,1,14149.097701,1460.2,45,42000000
1358,HS3119300001,HH13310092,1,2,3,18,3,1,6,201.29999999999998,5,1,2,16,3,3,4,5,1,24740.265533,959.56,45,90000000
1359,HS3119300002,HH16310005,1,2,3,2,2,1,5,171.6,4,1,2,8,3,3,4,4,3,20302.376814,1960.84,55,78000000
1360,HS3119300003,HH14310022,1,2,1,1,5,2,3,105.6,3,1,2,11,1,3,3,3,3,5503.5,0.0,55,66000000
1361,HS3119300004,HH13310093,1,2,3,9,2,1,5,141.9,4,1,2,18,3,3,4,2,5,6393.4765114,990.685206,67,54000000
1362,HS3119300005,HH13310094,1,2,3,10,2,1,4,108.89999999999999,3,1,2,14,3,3,4,3,1,15152.677437,730.1,45,66000000
1363,HS3119300006,HH13310095,1,2,3,18,5,1,4,108.89999999999999,3,1,2,13,3,3,4,4,1,10028.4,1981.7,45,66000000
1364,HS3121000001,HH13310103,1,2,3,2,4,1,5,82.5,3,1,1,12,1,3,4,3,1,11123.54,7530.46,35,25000000
1365,HS3121000002,HH13310104,1,2,1,2,5,2,6,148.5,4,1,2,10,2,1,3,3,1,10185.63,0.0,55,90000000
1366,HS3121000003,HH14310030,1,2,1,1,6,2,3,72.6,3,1,1,8,4,3,3,2,5,27467.76,0.0,67,25000000
1367,HS3121000004,HH12310059,1,2,1,1,6,1,4,112.19999999999999,3,1,1,8,4,1,3,1,5,13938.73,0.0,45,54000000
1368,HS3121000005,HH11310049,1,2,1,1,6,2,3,59.4,2,1,1,3,2,1,3,2,5,10630.17,0.0,45,18000000
1369,HS3121000006,HH14310031,1,2,2,1,5,2,4,66.0,3,1,1,3,1,1,4,2,1,14546.77,11566.87,55,25000000
1370,HS3122000001,HH13310067,1,2,3,12,4,2,4,85.8,3,1,2,8,1,1,4,4,1,7756.4755,5296.8755,45,25000000
1371,HS3122000002,HH13310068,1,2,3,10,4,3,6,105.6,3,1,2,15,1,3,4,4,1,9170.958574,4775.498574,45,66000000
1372,HS3122000003,HH16310004,1,2,3,1,3,2,5,112.19999999999999,3,1,2,12,1,3,4,5,1,14323.066042,12428.486042,45,54000000
1373,HS3122000004,HH12310058,1,2,1,1,5,2,4,122.1,3,1,1,4,4,3,3,2,1,26162.39,0.0,35,42000000
1374,HS3123000001,HH13310018,1,2,3,2,4,2,5,115.5,3,1,2,10,1,3,4,4,1,10589.86,8218.84,35,42000000
1375,HS3123000002,HH12310031,1,2,3,1,5,4,3,122.1,4,1,2,5,2,1,3,4,5,12347.8,0.0,55,25000000
1376,HS3123000003,HH11310009,1,2,3,6,5,2,5,105.6,4,1,2,8,1,3,4,3,5,5212.8081266,1813.2281266,55,25000000
1377,HS3123000004,HH11310010,1,2,2,1,5,1,2,92.39999999999999,3,1,1,6,2,3,3,4,5,10843.08,0.0,45,25000000
1378,HS3123000005,HH14310010,1,2,3,10,2,2,4,79.19999999999999,3,1,1,8,1,3,4,4,1,7089.09,3598.35,45,18000000
1379,HS3123000006,HH14310011,1,2,3,1,5,2,4,72.6,3,1,2,8,1,3,4,4,3,7198.974997,3992.894997,45,18000000
1380,HS3123000007,HH13310019,1,2,3,8,3,1,6,174.89999999999998,4,1,2,28,3,3,4,3,1,9590.1289222,594.51,35,96000000
1381,HS3123000008,HH13310020,1,2,3,6,3,1,6,161.7,4,1,2,18,1,3,4,6,1,25778.27,21016.45,35,66000000
1382,HS3124000001,HH13310107,1,2,3,6,2,3,5,122.1,3,1,2,14,3,1,4,4,3,17617.330946,896.610778,45,66000000
1383,HS3124000002,HH12310066,1,2,3,1,5,3,5,105.6,3,1,2,8,3,3,4,4,1,15233.673497,886.55,45,54000000
1384,HS3124000003,HH11310054,1,2,3,11,4,3,5,105.6,3,1,2,8,3,3,4,1,1,12823.602101,1371.1663644,25,25000000
1385,HS3124000004,HH12310067,1,2,3,13,5,3,5,105.6,3,1,2,8,3,1,4,3,1,13456.143641,740.230659,55,42000000
1386,HS3124000005,HH12310068,1,2,3,2,3,3,5,105.6,3,1,2,8,3,3,4,6,5,15531.52915,876.12,45,54000000
1387,HS3124000006,HH11310055,1,2,3,3,2,3,5,105.6,3,1,2,8,3,3,4,5,1,16293.020587,698.81,45,66000000
1388,HS3124000007,HH11310056,1,2,3,3,3,3,5,105.6,3,1,2,8,3,3,4,2,5,14343.859636,994.05383959,45,42000000
1389,HS3124000008,HH11310057,1,2,3,6,4,3,5,105.6,3,1,2,2,3,3,4,2,3,10354.174061,800.96143788,45,42000000
1390,HS3124000009,HH11310058,1,2,3,7,3,3,5,105.6,3,1,2,8,3,1,4,2,1,15808.595449,1501.92,45,42000000
1391,HS3124000010,HH12310069,1,2,3,7,4,3,5,105.6,3,1,2,8,3,3,4,3,5,10735.022887,862.64930663,45,66000000
1392,HS3124000011,HH11310059,1,2,3,8,4,3,5,105.6,3,1,2,2,3,1,4,2,2,13552.048244,886.4786153,67,25000000
1393,HS3124000012,HH13310108,1,2,2,2,3,1,4,79.19999999999999,3,1,1,12,1,1,4,5,1,8701.31,5121.13,45,96000000
1394,HS3124000013,HH13310109,1,2,3,6,3,2,5,115.5,3,1,2,10,3,3,4,4,1,10322.667857,1459.624264,45,54000000
1395,HS3124000014,HH11310060,1,2,3,12,4,1,5,75.89999999999999,3,1,1,9,1,1,4,4,5,14666.355794,9321.455794,55,25000000
1396,HS3124000015,HH11310061,1,2,3,14,4,1,5,75.89999999999999,3,1,1,9,1,1,4,2,1,10696.395226,6693.955226,45,25000000
1397,HS3124000016,HH14310035,1,2,3,7,4,3,5,75.89999999999999,3,1,1,9,1,2,4,4,1,14645.36,12516.0,45,66000000
1398,HS3125000001,HH12310027,1,2,1,1,5,3,4,72.6,3,1,1,8,1,1,3,4,5,4893.1,0.0,45,18000000
1399,HS3125000002,HH13310014,1,2,1,4,5,3,6,102.3,3,1,2,8,1,3,4,4,1,15746.165537,12461.825537,35,66000000
1400,HS3125000003,HH13310015,1,2,3,15,5,2,5,108.89999999999999,3,1,2,12,1,3,4,4,1,17808.57,14403.83,55,78000000
1401,HS3127000001,HH12310063,1,2,1,1,5,2,1,108.89999999999999,3,1,1,8,4,1,3,2,1,22702.89,0.0,67,66000000
1402,HS3127000002,HH12310064,1,2,1,1,5,2,4,108.89999999999999,3,1,1,7,4,3,3,4,5,28846.71,0.0,55,25000000
1403,HS3128000001,HH13310076,1,2,3,6,2,3,4,75.89999999999999,3,1,1,8,1,3,4,4,1,12795.59,10649.03,45,42000000
1404,HS3128000002,HH14310021,1,2,1,1,6,1,5,62.699999999999996,2,1,1,6,1,1,4,2,2,12352.736918,9646.316918,67,42000000
1405,HS3137000001,HH13310001,1,2,1,1,6,3,4,99.0,2,1,1,8,5,1,3,4,1,16295.9036,0.0,35,54000000
1406,HS3201000001,HH15320008,1,2,1,1,4,2,2,82.5,3,1,2,10,1,3,4,2,5,26016.440694,21585.100609,67,25000000
